10,11,23,19,8,15,18,29,3
10,3,19,8,15,16,29,9,3
10,4,2,9,29,1,15,8,3
-1
11,3,19,8,15,16,29,9,17
11,10,4,2,9,29,1,16,17
11,23,19,9,29,1,15,8,17
-1
1,19,8,9,29,16,15,18,17
1,29,9,17,3,8,15,18,17
1,4,2,9,29,16,15,8,17
-1
10,1,29,16,19,4,11,23,11
10,8,15,16,29,9,2,4,11
10,3,17,1,29,9,19,23,11
-1
1,29,9,8,19,10,23,15,18
1,16,29,9,17,3,4,2,18
1,2,9,29,18,15,8,12,18
-1
18,23,11,10,19,8,9,29,9
18,8,15,1,29,3,2,4,9
18,4,23,10,19,8,16,29,9
-1
28,12,18,15,16,29,9,8,15
28,8,12,1,29,4,2,19,15
28,8,15,16,29,9,17,3,15
-1
12,1,29,9,8,15,18,17,3
12,15,16,29,9,17,3,28,3
12,19,8,16,29,9,4,23,3
-1
11,3,19,8,15,16,29,9,3
11,10,4,2,9,29,1,16,3
11,24,19,8,16,29,9,17,3
-1
28,18,15,16,29,9,8,19,10
28,1,29,9,2,4,10,11,10
28,1,29,16,19,4,11,23,10
-1
13,3,19,8,15,16,29,9,8
13,19,8,9,29,1,15,16,8
13,1,29,9,19,8,15,18,8
-1
3,24,19,8,15,16,29,9,29
3,19,8,9,29,1,15,16,29
3,19,8,15,16,29,9,28,29
-1
4,19,8,9,29,1,15,16,9
4,9,2,29,1,12,8,15,9
4,24,2,17,1,29,8,19,9
-1
17,19,22,8,27,1,29,3,28
17,3,19,8,15,16,29,9,28
17,19,10,8,9,29,4,2,28
-1
23,11,10,19,8,9,29,1,12
23,19,8,15,18,29,1,9,12
23,8,15,16,29,9,17,3,12
-1
13,12,18,15,16,29,9,8,3
13,23,10,19,8,9,29,1,3
13,24,19,8,16,29,9,17,3
-1
9,4,24,19,8,16,29,1,3
9,22,8,27,1,29,3,17,3
9,17,3,28,29,1,12,8,3
-1
19,23,10,8,9,29,1,15,12
19,10,11,8,16,29,9,17,12
19,8,15,18,29,1,9,2,12
-1
2,9,29,1,15,8,19,24,10
2,19,8,16,29,9,4,23,10
2,9,29,1,3,4,10,11,10
-1
18,3,19,8,15,16,29,9,29
18,9,29,1,12,8,15,16,29
18,19,8,16,29,9,17,3,29
-1
12,19,8,9,29,1,15,16,8
12,1,29,9,19,8,15,18,8
12,16,29,9,17,3,28,15,8
-1
22,18,15,16,29,9,8,19,23
22,1,29,9,2,4,10,11,23
22,8,9,29,1,12,17,3,23
-1
3,23,10,19,8,9,29,1,12
3,1,29,9,19,8,15,18,12
3,24,19,8,16,29,9,17,12
-1
14,18,15,8,9,29,1,12,9
14,19,8,16,29,9,17,3,9
14,29,9,17,3,28,15,22,9
-1
