10,19,23,11,3
10,9,29,1,3
10,29,9,4,3
-1
11,9,29,1,17
11,10,4,2,17
11,3,29,9,17
-1
1,29,9,8,17
1,9,17,3,17
1,18,15,8,17
-1
10,11,23,19,11
10,9,19,23,11
10,29,9,4,11
-1
1,9,29,15,18
1,29,9,8,18
1,9,17,19,18
-1
18,8,9,29,9
18,15,8,19,9
18,9,29,1,9
-1
28,29,9,8,15
28,19,8,16,15
28,8,15,18,15
-1
12,1,29,9,3
12,29,9,17,3
12,17,3,28,3
-1
11,9,29,1,3
11,10,4,2,3
11,29,9,17,3
-1
28,29,9,8,10
28,4,10,11,10
28,19,9,29,10
-1
13,16,29,9,8
13,9,17,3,8
13,8,15,18,8
-1
3,29,9,8,29
3,1,19,9,29
3,28,17,9,29
-1
4,29,1,12,9
4,2,1,29,9
4,24,2,17,9
-1
17,1,29,3,28
17,16,29,9,28
17,29,9,8,28
-1
23,9,29,1,12
23,4,10,11,12
23,29,9,8,12
-1
13,8,9,29,3
13,1,29,9,3
13,29,9,17,3
-1
9,29,16,15,3
9,29,3,17,3
9,1,29,15,3
-1
19,9,29,1,12
19,8,15,18,12
19,23,4,2,12
-1
2,9,29,1,10
2,29,9,4,10
2,4,10,11,10
-1
18,29,9,8,29
18,15,8,19,29
18,19,8,16,29
-1
12,1,29,9,8
12,18,15,1,8
12,17,3,28,8
-1
22,29,9,8,23
22,19,28,9,23
22,4,10,11,23
-1
3,9,29,1,12
3,15,29,1,12
3,17,9,29,12
-1
14,12,1,29,9
14,18,15,8,9
14,9,17,3,9
-1
9,29,1,12,29
9,17,3,1,29
9,18,15,8,29
-1
2,9,29,1,19
2,4,29,9,19
2,29,9,8,19
-1
12,1,29,9,4
12,29,4,2,4
12,23,11,10,4
-1
18,15,8,19,3
18,29,9,8,3
18,29,9,17,3
-1
10,19,23,11,23
10,29,9,8,23
10,29,9,4,23
-1
16,29,9,19,15
16,29,9,8,15
16,29,1,12,15
-1
12,1,29,9,15
12,29,9,8,15
12,19,8,16,15
-1
3,10,4,23,11
3,29,9,8,11
3,29,9,28,11
-1
9,29,16,15,19
9,29,3,17,19
9,1,29,15,19
-1
7,29,9,8,15
7,19,8,16,15
7,4,2,9,15
-1
29,3,1,9,28
29,9,17,3,28
29,1,9,8,28
-1
10,19,23,11,8
10,29,9,19,8
10,8,15,16,8
-1
9,29,1,12,14
9,29,3,17,14
9,19,8,15,14
-1
19,8,15,18,22
19,29,9,8,22
19,23,4,2,22
-1
18,15,8,19,22
18,29,9,8,22
18,9,17,19,22
-1
28,8,29,9,23
28,19,9,29,23
28,4,10,11,23
-1
29,9,19,15,8
29,1,12,17,8
29,8,15,18,8
-1
2,9,29,16,1
2,4,29,9,1
2,3,29,9,1
-1
15,8,9,29,3
15,8,16,1,3
15,29,9,17,3
-1
24,9,29,1,12
24,4,3,1,12
24,29,9,8,12
-1
19,16,29,9,17
19,8,15,18,17
19,23,4,2,17
-1
15,8,9,29,1
15,8,16,29,1
15,29,1,12,1
-1
3,29,9,19,8
3,19,8,15,8
3,28,29,1,8
-1
8,15,18,29,16
8,19,9,29,16
8,9,29,1,16
-1
2,9,29,1,8
2,4,29,9,8
2,29,9,19,8
-1
8,16,29,9,19
8,15,18,29,19
8,29,4,2,19
-1
17,9,29,1,12
17,3,9,29,12
17,8,9,29,12
-1
16,29,9,19,17
16,1,29,9,17
16,9,17,3,17
-1
15,16,29,9,23
15,29,9,8,23
15,4,10,11,23
-1
