9,6,10,17,13,5,8,11,15
9,2,11,1,16,12,4,10,15
9,12,7,11,16,1,8,6,15
-1
5,8,11,2,7,3,12,4,13
5,1,11,2,7,3,12,4,13
5,9,16,11,2,10,17,15,13
-1
2,11,1,16,9,13,17,15,8
2,4,1,16,11,5,13,17,8
2,10,15,13,11,1,9,16,8
-1
11,3,4,16,1,9,5,8,13
11,1,2,3,12,14,7,4,13
11,9,3,4,2,10,15,17,13
-1
10,9,1,5,8,13,15,17,11
10,16,6,5,8,13,17,15,11
10,9,1,2,7,15,17,13,11
-1
11,7,2,4,1,16,12,5,6
11,9,16,1,8,13,15,10,6
11,2,12,7,3,4,10,13,6
-1
10,15,17,13,8,11,2,12,14
10,1,5,8,13,17,15,4,14
10,13,8,11,1,16,2,3,14
-1
15,17,13,6,5,8,9,1,11
15,6,10,17,13,5,8,16,11
15,10,9,1,2,7,4,14,11
-1
7,4,10,15,17,13,8,11,5
7,16,1,9,8,6,13,15,5
7,9,14,2,4,3,12,11,5
-1
13,17,5,8,11,4,10,14,15
13,2,11,1,16,9,8,6,15
13,12,7,11,9,1,8,6,15
-1
10,17,15,5,1,9,16,2,8
10,4,9,1,16,11,5,6,8
10,11,9,1,5,15,17,13,8
-1
6,15,5,8,13,17,11,9,1
6,5,15,17,13,8,16,11,1
6,10,11,2,7,4,12,9,1
-1
8,10,17,13,5,1,16,11,9
8,4,10,17,13,15,11,1,9
8,1,16,12,3,14,2,11,9
-1
6,15,5,8,13,17,10,4,11
6,13,15,10,4,1,9,16,11
6,2,3,12,4,10,15,17,11
-1
5,1,12,7,2,3,4,11,8
5,16,11,2,10,17,15,13,8
5,15,10,17,13,6,16,11,8
-1
15,13,8,11,2,7,12,3,14
15,17,4,3,12,2,5,10,14
15,17,13,8,11,9,16,5,14
-1
17,15,5,8,6,13,11,2,16
17,8,11,9,5,13,15,10,16
17,2,7,14,12,3,9,1,16
-1
17,15,13,8,11,2,7,12,3
17,9,10,15,13,11,2,7,3
17,14,11,9,1,16,2,4,3
-1
3,11,5,8,13,17,15,10,9
3,4,10,17,13,15,11,1,9
3,16,11,5,8,13,15,17,9
-1
3,5,8,13,17,15,10,11,1
3,14,12,2,4,13,17,15,1
3,16,11,5,8,13,15,17,1
-1
1,9,16,5,8,13,17,15,10
1,15,17,13,8,11,7,2,10
1,13,8,5,11,7,2,4,10
-1
6,10,15,17,13,8,11,1,5
6,3,14,12,2,4,10,15,5
6,11,9,16,2,4,15,13,5
-1
15,13,8,11,2,7,12,3,4
15,9,1,5,8,13,17,10,4
15,13,8,11,16,5,1,9,4
-1
14,10,15,17,13,8,11,2,3
14,7,11,9,1,8,6,5,3
14,10,11,9,1,16,2,4,3
-1
17,15,13,8,11,2,7,12,4
17,9,1,5,8,13,15,10,4
17,1,16,14,7,2,12,3,4
-1
11,2,10,17,15,13,6,9,5
11,14,2,12,3,4,13,8,5
11,1,9,16,8,6,17,10,5
-1
3,11,5,8,13,17,15,10,16
3,14,10,15,13,8,11,9,16
3,14,12,2,4,13,17,15,16
-1
10,1,5,8,13,17,15,4,16
10,15,13,8,11,9,5,6,16
10,15,17,13,8,11,2,12,16
-1
7,15,17,13,8,11,2,3,4
7,10,15,13,8,11,9,16,4
7,16,1,9,8,6,5,11,4
-1
15,2,11,1,5,8,13,10,17
15,4,2,7,12,11,1,8,17
15,10,4,1,16,11,5,6,17
-1
13,17,4,9,1,16,11,5,8
13,17,10,15,11,1,16,5,8
13,17,1,11,2,9,16,5,8
-1
11,9,1,6,13,17,15,5,8
11,7,2,4,1,16,12,5,8
11,1,5,10,15,13,17,6,8
-1
7,11,9,1,8,6,5,2,13
7,9,16,11,2,10,17,15,13
7,16,11,2,3,4,10,17,13
-1
2,11,1,9,8,13,17,15,16
2,9,4,10,17,13,15,11,16
2,11,12,3,7,4,10,15,16
-1
14,10,15,17,13,8,11,2,4
14,15,17,13,8,1,11,7,4
14,1,5,8,13,17,15,10,4
-1
2,10,15,13,8,11,9,16,4
2,14,3,12,11,10,15,17,4
2,16,1,9,8,13,17,15,4
-1
13,15,4,1,16,9,11,2,7
13,15,17,11,2,3,12,1,7
13,15,4,3,12,2,5,10,7
-1
1,11,2,7,3,12,9,16,14
1,11,5,8,13,17,15,10,14
1,3,7,12,2,4,10,17,14
-1
6,8,11,2,7,12,3,14,4
6,15,5,8,13,17,11,1,4
6,11,9,16,5,8,13,15,4
-1
2,11,1,16,9,8,6,5,13
2,4,1,16,11,5,17,15,13
2,1,5,16,11,7,10,15,13
-1
16,9,10,15,17,13,11,1,2
16,8,13,17,15,5,11,1,2
16,10,17,13,8,11,4,3,2
-1
5,8,13,17,15,10,11,16,1
5,15,10,17,13,6,8,11,1
5,17,13,15,10,16,11,9,1
-1
5,15,17,13,8,11,2,12,4
5,1,11,2,7,3,12,14,4
5,10,15,17,13,8,16,11,4
-1
