17,28,3,29,9,1,12,14,8
17,28,9,29,1,19,11,10,8
17,3,9,1,29,18,16,15,8
-1
8,4,2,11,19,28,17,29,9
8,15,1,16,3,17,29,28,9
8,23,10,24,7,12,29,15,9
-1
8,19,28,17,29,9,1,3,4
8,19,23,10,11,9,29,1,4
8,15,29,11,10,7,24,2,4
-1
8,3,29,15,16,13,9,1,17
8,19,1,29,9,3,16,15,17
8,15,18,16,3,28,9,29,17
-1
17,23,18,15,19,28,3,29,9
17,15,19,23,10,3,1,29,9
17,4,2,11,8,19,1,29,9
-1
4,2,9,29,1,12,14,18,24
4,10,11,19,8,15,1,18,24
4,9,19,15,8,11,10,7,24
-1
23,11,10,2,24,4,9,29,3
23,11,19,8,15,1,9,29,3
23,8,1,29,9,17,4,2,3
-1
23,15,8,11,10,7,24,2,4
23,19,28,17,29,9,1,3,4
23,13,9,29,8,11,2,24,4
-1
15,17,2,4,7,3,29,1,9
15,8,19,29,17,24,10,18,9
15,23,19,18,16,8,1,29,9
-1
10,11,23,8,1,29,17,4,28
10,11,8,16,3,17,29,9,28
10,23,17,9,1,29,8,19,28
-1
16,2,24,4,10,11,23,19,8
16,24,4,23,10,11,19,15,8
16,29,17,4,2,24,7,18,8
-1
18,16,15,8,23,4,17,9,19
18,29,17,4,23,11,10,2,19
18,15,9,17,29,1,16,3,19
-1
4,11,8,19,18,15,29,9,1
4,10,18,15,29,28,17,9,1
4,2,24,10,11,19,8,18,1
-1
28,19,15,8,9,29,1,3,16
28,15,29,9,3,17,4,11,16
28,11,3,1,29,18,15,8,16
-1
29,9,1,3,4,23,19,8,16
29,1,8,15,19,11,10,2,16
29,9,3,19,15,18,22,12,16
-1
17,8,16,18,22,15,9,3,29
17,8,16,18,15,9,3,1,29
17,10,23,19,15,18,12,9,29
-1
19,17,2,4,7,3,29,1,9
19,18,15,16,8,23,4,17,9
19,18,15,17,28,3,29,1,9
-1
9,29,17,2,4,24,10,11,23
9,2,11,8,19,1,29,17,23
9,28,3,29,1,12,14,18,23
-1
1,29,9,3,17,28,15,22,19
1,28,15,18,16,3,29,8,19
1,29,9,2,4,23,10,11,19
-1
9,3,19,23,2,4,11,8,10
9,29,1,18,12,14,22,15,10
9,17,3,29,1,12,14,18,10
-1
24,4,10,11,23,19,8,18,15
24,19,28,17,29,9,1,8,15
24,2,11,8,1,9,29,16,15
-1
29,9,1,3,17,23,19,8,4
29,19,10,7,24,2,11,23,4
29,19,17,28,9,1,3,24,4
-1
4,2,24,10,11,23,8,9,19
4,11,8,1,29,9,3,17,19
4,15,9,29,1,12,14,18,19
-1
23,24,2,4,11,19,8,18,10
23,16,12,9,29,17,3,13,10
23,16,15,8,11,4,2,24,10
-1
18,29,9,2,11,8,19,15,16
18,15,9,17,29,1,3,13,16
18,9,2,11,8,15,12,22,16
-1
17,11,23,19,18,15,9,29,3
17,4,2,11,8,1,29,9,3
17,18,15,19,28,9,1,29,3
-1
13,1,29,15,8,11,2,9,19
13,12,3,29,9,17,28,23,19
13,1,16,8,9,29,3,28,19
-1
11,8,1,29,9,17,4,2,19
11,23,10,24,9,29,1,3,19
11,8,1,29,18,15,16,28,19
-1
1,29,9,3,17,4,23,19,7
1,29,18,16,15,19,23,4,7
1,4,24,13,3,29,9,28,7
-1
12,29,19,8,16,15,18,7,13
12,8,15,1,9,29,17,3,13
12,4,7,9,1,29,3,28,13
-1
12,28,17,29,9,3,19,15,18
12,15,9,17,29,1,16,19,18
12,19,29,9,17,3,16,14,18
-1
29,9,19,23,2,4,11,24,10
29,9,1,3,4,23,19,8,10
29,28,13,9,3,17,19,23,10
-1
15,3,29,1,9,2,4,23,17
15,16,19,23,4,28,9,1,17
15,8,19,29,1,9,3,12,17
-1
17,19,28,9,29,3,15,8,11
17,9,1,8,19,10,2,24,11
17,1,29,9,19,23,2,4,11
-1
16,19,23,2,4,11,8,18,10
16,8,1,29,9,3,17,19,10
16,15,18,12,9,29,3,4,10
-1
22,11,8,1,9,29,17,3,12
22,18,16,15,8,11,4,2,12
22,9,27,14,18,15,8,11,12
-1
8,18,1,9,29,16,19,4,15
8,19,28,17,9,29,3,13,15
8,18,16,22,14,29,9,17,15
-1
8,19,10,24,9,29,1,16,11
8,3,1,9,29,19,10,23,11
8,1,29,9,19,23,2,4,11
-1
11,10,7,24,2,9,29,8,4
11,23,19,8,16,15,18,12,4
11,23,19,28,17,9,29,3,4
-1
22,16,19,23,4,11,10,24,15
22,18,16,17,9,29,3,4,15
22,8,16,29,3,9,1,17,15
-1
9,4,23,19,8,15,1,3,20
9,8,29,1,18,12,14,22,20
9,1,8,19,10,11,2,24,20
-1
15,19,17,9,29,3,16,12,28
15,8,19,1,29,9,17,3,28
15,18,8,16,19,4,23,11,28
-1
15,16,19,23,4,17,9,1,29
15,10,23,19,28,17,9,3,29
15,8,19,17,4,23,11,10,29
-1
9,29,3,15,8,11,10,18,17
9,1,29,3,28,19,8,16,17
9,29,2,4,24,7,10,11,17
-1
4,18,15,9,29,17,2,24,3
4,11,8,19,1,29,9,17,3
4,10,11,19,8,15,1,18,3
