17,29,9,1,8
17,29,1,19,8
17,9,3,29,8
-1
8,28,17,29,9
8,19,1,29,9
8,19,18,15,9
-1
8,9,29,17,4
8,23,10,11,4
8,7,24,2,4
-1
8,29,9,3,17
8,10,16,29,17
8,19,1,29,17
-1
17,28,3,29,9
17,29,1,12,9
17,19,18,15,9
-1
4,2,9,29,24
4,11,10,23,24
4,11,10,7,24
-1
23,10,11,19,3
23,19,15,8,3
23,29,9,17,3
-1
23,7,24,2,4
23,10,11,19,4
23,9,29,17,4
-1
15,28,17,29,9
15,29,1,3,9
15,8,19,29,9
-1
10,11,23,8,28
10,9,29,17,28
10,3,17,4,28
-1
16,11,23,19,8
16,11,19,15,8
16,9,29,1,8
-1
18,16,15,8,19
18,29,17,4,19
18,1,29,17,19
-1
4,3,29,9,1
4,3,17,9,1
4,2,24,10,1
-1
28,19,15,8,16
28,9,29,1,16
28,9,3,29,16
-1
29,9,1,3,16
29,1,8,15,16
29,18,15,8,16
-1
17,3,9,1,29
17,16,8,9,29
17,16,14,18,29
-1
19,28,17,29,9
19,23,18,15,9
19,29,1,3,9
-1
9,24,4,11,23
9,16,3,17,23
9,3,1,29,23
-1
1,29,9,3,19
1,29,15,8,19
1,17,9,29,19
-1
9,4,11,2,10
9,17,29,1,10
9,19,23,11,10
-1
24,23,19,8,15
24,9,29,19,15
24,16,19,23,15
-1
29,1,9,17,4
29,7,24,2,4
29,23,10,11,4
-1
4,2,24,10,19
4,8,18,16,19
4,23,10,11,19
-1
23,4,2,11,10
23,8,19,11,10
23,4,2,24,10
-1
18,8,19,15,16
18,9,29,1,16
18,29,9,17,16
-1
17,15,9,29,3
17,1,29,9,3
17,29,28,19,3
-1
13,29,15,8,19
13,10,11,4,19
13,3,29,9,19
-1
11,1,29,8,19
11,9,29,17,19
11,4,10,23,19
-1
1,29,9,3,7
1,19,8,15,7
1,29,9,17,7
-1
12,9,3,29,13
12,1,29,9,13
12,3,17,9,13
-1
12,3,19,15,18
12,9,29,1,18
12,14,22,27,18
-1
29,4,2,11,10
29,9,1,3,10
29,1,8,19,10
-1
15,29,9,3,17
15,29,1,9,17
15,16,8,9,17
-1
17,29,9,1,11
17,4,23,10,11
17,16,3,29,11
-1
16,11,24,7,10
16,1,9,29,10
16,19,8,11,10
-1
22,9,29,17,12
22,18,16,15,12
22,9,27,14,12
-1
8,16,29,17,15
8,16,14,18,15
8,19,1,29,15
-1
8,4,23,10,11
8,19,1,29,11
8,28,9,29,11
-1
11,7,24,2,4
11,10,2,24,4
11,9,29,17,4
-1
22,29,18,16,15
22,8,16,29,15
22,1,9,29,15
-1
9,19,8,15,20
9,29,1,18,20
9,10,23,19,20
-1
15,3,17,9,28
15,8,19,29,28
15,16,19,23,28
-1
15,16,8,9,29
15,3,17,9,29
15,28,17,1,29
-1
9,29,3,15,17
9,1,29,3,17
9,28,29,1,17
-1
4,2,24,10,3
4,17,9,29,3
4,1,8,19,3
-1
24,9,29,19,1
24,28,17,9,1
24,2,4,23,1
-1
23,3,29,17,1
23,17,29,9,1
23,10,4,2,1
-1
16,9,29,17,4
16,7,24,2,4
16,23,2,11,4
-1
19,17,9,3,29
19,28,17,1,29
19,15,16,3,29
-1
1,9,17,28,29
1,3,9,17,29
1,16,15,19,29
-1
9,1,19,15,8
9,3,29,1,8
9,13,3,17,8
-1
7,13,3,29,9
7,23,4,24,9
7,8,19,11,9
-1
19,29,9,4,2
19,10,23,4,2
19,4,7,24,2
-1
