17,9,1,19,4,2,10,11,8
17,1,23,19,11,10,24,2,8
17,9,29,1,16,3,2,11,8
-1
8,17,12,13,28,29,3,1,9
8,19,12,29,3,17,13,1,9
8,15,12,13,29,17,3,1,9
-1
8,9,11,2,17,19,3,29,4
8,19,10,23,9,29,2,17,4
8,9,17,1,29,2,23,19,4
-1
8,19,18,15,28,3,29,9,17
8,16,29,3,28,9,19,1,17
8,4,9,29,3,28,13,19,17
-1
17,3,29,15,14,12,1,13,9
17,19,13,16,12,3,29,1,9
17,28,3,29,12,1,13,2,9
-1
4,9,2,23,10,11,3,17,24
4,2,7,10,11,9,3,17,24
4,19,2,11,23,7,10,3,24
-1
23,11,9,17,16,19,12,13,3
23,10,9,19,8,24,13,16,3
23,17,9,29,16,28,13,4,3
-1
23,10,11,9,29,2,19,17,4
23,10,2,24,9,29,11,19,4
23,8,11,19,9,29,2,17,4
-1
15,17,12,13,29,19,3,1,9
15,8,12,13,29,17,3,1,9
15,14,12,16,17,29,3,1,9
-1
10,23,11,19,4,9,29,1,28
10,23,4,9,29,3,17,13,28
10,2,4,17,9,29,3,23,28
-1
16,19,11,15,1,3,18,9,8
16,1,9,11,3,29,7,10,8
16,1,9,17,19,11,2,10,8
-1
18,28,15,8,23,11,4,10,19
18,9,29,8,4,23,10,11,19
18,9,17,1,4,10,23,11,19
-1
4,9,17,29,12,14,18,22,1
4,2,9,29,12,14,18,8,1
4,24,9,29,12,14,18,8,1
-1
28,1,9,3,15,8,10,11,16
28,7,3,19,9,18,8,12,16
28,3,29,9,12,15,8,18,16
-1
29,1,3,12,18,15,19,8,16
29,9,15,8,3,18,27,12,16
29,3,17,9,12,18,15,8,16
-1
17,3,9,19,15,14,1,16,29
17,14,1,15,18,16,3,9,29
17,15,14,8,19,9,28,1,29
-1
19,12,13,17,29,15,3,1,9
19,8,12,13,29,17,1,3,9
19,28,29,17,15,14,3,1,9
-1
9,15,8,19,29,4,10,11,23
9,17,15,19,8,29,11,4,23
9,1,11,4,19,15,17,29,23
-1
1,29,8,23,17,4,11,15,19
1,29,9,8,15,23,4,11,19
1,16,8,15,29,4,11,23,19
-1
9,29,23,11,24,18,7,2,10
9,19,23,11,24,2,18,7,10
9,17,23,11,24,18,7,2,10
-1
24,19,8,17,29,16,28,18,15
24,10,4,18,29,16,19,8,15
24,10,23,19,8,29,3,17,15
-1
29,9,11,23,19,17,15,8,4
29,2,11,23,19,8,15,1,4
29,3,11,23,19,17,15,8,4
-1
4,2,17,29,9,28,15,8,19
4,2,24,29,3,15,8,23,19
4,10,11,15,8,29,23,2,19
-1
23,19,11,4,2,8,7,24,10
23,11,17,9,2,19,8,24,10
23,28,7,11,8,9,2,19,10
-1
18,8,7,24,3,15,12,27,16
18,7,3,29,12,27,15,8,16
18,8,19,2,24,3,15,27,16
-1
17,9,29,16,24,13,8,18,3
17,29,1,9,4,24,13,16,3
17,19,29,9,16,13,12,1,3
-1
13,9,28,29,1,15,8,23,19
13,18,15,16,8,9,17,28,19
13,3,28,15,8,4,9,17,19
-1
11,8,15,9,29,23,4,2,19
11,4,23,10,8,15,29,9,19
11,10,23,28,17,3,29,8,19
-1
1,17,9,29,10,11,8,18,7
1,17,13,24,10,2,19,18,7
1,23,19,10,24,9,12,18,7
-1
12,29,3,17,9,1,28,19,13
12,15,3,17,9,1,29,16,13
12,14,10,24,7,3,17,9,13
-1
12,16,15,7,23,10,8,27,18
12,1,15,16,3,8,22,20,18
12,3,15,16,8,14,20,7,18
-1
29,8,23,11,19,7,24,2,10
29,9,23,11,19,8,18,2,10
29,1,7,24,11,23,19,8,10
-1
15,29,14,3,28,13,9,19,17
15,1,9,29,4,2,24,10,17
15,16,29,19,28,9,3,4,17
-1
17,4,2,23,8,16,18,10,11
17,8,9,29,4,2,24,10,11
17,1,3,29,4,2,24,10,11
-1
16,1,2,7,11,24,9,18,10
16,23,11,19,7,9,18,20,10
16,9,29,11,24,13,18,7,10
-1
22,9,13,3,29,16,17,1,12
22,16,18,9,14,17,29,1,12
22,16,27,9,15,29,14,18,12
-1
8,16,14,22,18,19,9,23,15
8,19,3,29,1,16,17,23,15
8,28,16,29,1,9,3,19,15
-1
8,10,4,2,24,9,16,3,11
8,19,4,2,24,7,16,10,11
8,23,4,2,24,7,16,10,11
-1
11,10,2,29,9,17,24,23,4
11,9,19,2,23,8,29,24,4
11,7,2,29,9,17,24,23,4
-1
