9,1,6
9,5,6
9,8,6
-1
11,8,5
11,10,5
11,1,5
-1
9,8,2
9,1,2
9,5,2
-1
4,6,1
4,8,1
4,2,1
-1
9,8,12
9,1,12
9,2,12
-1
8,1,7
8,5,7
8,4,7
-1
2,6,4
2,8,4
2,1,4
-1
1,5,13
1,8,13
1,4,13
-1
11,8,9
11,5,9
11,2,9
-1
6,1,4
6,8,4
6,2,4
-1
5,8,6
5,1,6
5,2,6
-1
6,1,11
6,8,11
6,4,11
-1
10,1,2
10,5,2
10,4,2
-1
13,4,8
13,5,8
13,1,8
-1
10,5,8
10,1,8
10,4,8
-1
3,8,10
3,4,10
3,1,10
-1
5,6,10
5,4,10
5,1,10
-1
12,8,5
12,10,5
12,6,5
-1
8,5,2
8,1,2
8,4,2
-1
6,1,12
6,4,12
6,5,12
-1
2,5,6
2,1,6
2,4,6
-1
12,6,4
12,8,4
12,2,4
-1
3,1,13
3,4,13
3,8,13
-1
1,5,12
1,8,12
1,6,12
-1
11,5,10
11,1,10
11,8,10
-1
6,4,1
6,8,1
6,2,1
-1
2,1,10
2,5,10
2,4,10
-1
7,5,13
7,8,13
7,6,13
-1
