9,1,5,8,2,3,13,4,6
9,1,5,10,12,8,2,4,6
9,8,1,5,7,2,3,4,6
-1
11,6,8,1,12,10,4,9,5
11,8,2,10,1,9,4,6,5
11,8,6,7,10,4,9,1,5
-1
9,1,8,4,6,12,7,11,2
9,8,5,1,12,11,7,6,2
9,8,10,5,4,6,12,1,2
-1
4,6,8,5,9,10,13,2,1
4,12,6,8,5,9,10,13,1
4,3,6,5,9,10,12,8,1
-1
9,8,5,1,7,11,2,6,12
9,5,4,8,2,11,7,1,12
9,8,5,10,1,7,2,6,12
-1
8,1,5,12,2,11,13,4,7
8,4,6,12,1,11,13,2,7
8,1,10,12,11,13,4,2,7
-1
2,10,1,13,5,8,3,6,4
2,5,12,10,1,8,6,13,4
2,5,13,1,7,8,6,3,4
-1
1,5,10,12,8,6,11,4,13
1,8,6,2,12,9,10,4,13
1,6,7,12,10,5,2,3,13
-1
11,2,7,12,10,1,8,5,9
11,8,4,6,12,5,2,10,9
11,2,6,13,12,10,5,8,9
-1
6,1,10,5,8,2,3,13,4
6,5,10,1,7,8,2,13,4
6,8,1,12,13,5,2,3,4
-1
5,10,8,2,13,1,4,3,6
5,12,1,13,4,8,2,3,6
5,9,1,8,13,4,2,3,6
-1
6,1,4,13,8,10,7,12,11
6,1,5,13,8,2,12,7,11
6,1,4,13,8,12,9,7,11
-1
10,8,1,4,6,12,7,11,2
10,5,4,6,8,1,12,11,2
10,1,9,7,8,6,3,4,2
-1
13,2,4,6,1,5,10,12,8
13,5,10,1,7,2,4,6,8
13,5,10,9,1,4,6,2,8
-1
10,5,4,6,2,1,12,7,8
10,1,9,5,4,2,6,12,8
10,1,4,6,2,5,12,11,8
-1
3,8,4,13,5,9,2,12,10
3,13,1,12,8,6,5,9,10
3,6,4,13,1,7,9,8,10
-1
5,6,12,13,1,9,4,8,10
5,4,6,2,13,1,8,9,10
5,9,1,7,8,2,4,6,10
-1
12,1,4,2,7,8,9,10,5
12,8,2,6,10,4,1,9,5
12,6,8,1,10,9,4,13,5
-1
8,5,4,3,6,1,13,11,2
8,11,7,12,1,4,3,6,2
8,7,12,10,1,4,3,6,2
-1
6,1,5,10,8,2,13,7,12
6,4,5,1,10,8,2,7,12
6,1,8,7,11,10,5,13,12
-1
2,9,10,5,1,13,4,3,6
2,7,12,13,8,5,4,3,6
2,8,12,11,10,5,4,3,6
-1
12,5,10,1,8,6,11,13,4
12,5,10,1,8,2,6,13,4
12,7,10,1,5,8,6,13,4
-1
3,5,4,6,10,1,8,2,13
3,1,12,10,8,6,4,5,13
3,1,7,8,6,4,10,5,13
-1
1,5,11,8,4,13,10,9,12
1,4,6,11,10,5,7,8,12
1,13,8,2,11,7,10,5,12
-1
11,9,5,1,13,8,6,12,10
11,2,9,5,8,12,13,1,10
11,7,9,2,13,5,8,12,10
-1
6,4,5,8,9,10,12,13,1
6,12,4,2,5,8,9,10,1
6,11,7,8,5,9,4,10,1
-1
2,1,5,9,12,8,13,4,10
2,1,4,6,8,9,13,5,10
2,1,12,7,5,8,9,13,10
-1
7,10,9,1,5,8,4,6,13
7,10,9,1,2,4,6,5,13
7,1,12,11,8,10,4,6,13
-1
