6,22,28,7,30,1,16,23,21
6,25,11,23,30,7,16,4,21
6,7,28,30,16,1,4,8,21
-1
19,7,23,28,16,8,30,22,21
19,16,30,24,7,8,28,23,21
19,6,22,16,30,7,23,28,21
-1
17,6,23,21,30,7,16,22,11
17,16,4,24,7,19,25,6,11
17,16,1,24,2,14,7,19,11
-1
25,6,22,28,7,30,21,23,29
25,6,22,28,30,23,21,11,29
25,23,28,21,3,4,8,16,29
-1
16,25,11,29,6,22,28,23,21
16,4,1,24,8,30,7,23,21
16,11,29,6,22,28,23,3,21
-1
22,28,21,11,23,3,30,7,16
22,21,23,28,30,1,4,8,16
22,28,21,23,29,24,7,30,16
-1
25,22,7,21,23,28,30,1,15
25,11,6,22,28,7,30,1,15
25,27,6,22,28,7,30,1,15
-1
6,22,28,7,30,16,23,21,11
6,22,28,30,23,21,3,25,11
6,22,21,23,28,30,16,24,11
-1
25,6,21,23,28,22,3,30,7
25,11,6,22,28,21,23,30,7
25,6,22,28,1,8,16,30,7
-1
27,6,23,28,7,30,21,22,11
27,29,25,6,22,28,23,21,11
27,23,28,21,22,4,16,24,11
-1
21,25,11,29,6,22,28,7,23
21,6,11,3,28,7,30,22,23
21,28,22,11,29,7,30,16,23
-1
16,25,11,29,6,22,28,21,23
16,4,8,30,7,22,21,28,23
16,4,24,8,30,7,21,28,23
-1
25,6,22,28,21,23,11,30,24
25,23,28,7,30,16,1,4,24
25,11,8,30,7,16,1,4,24
-1
28,7,8,30,22,23,3,21,6
28,16,21,23,3,30,7,22,6
28,25,22,16,30,7,23,21,6
-1
3,30,7,16,4,1,2,22,6
3,21,23,28,7,30,16,22,6
3,29,7,22,28,30,23,21,6
-1
27,21,23,22,28,7,16,4,30
27,21,28,22,23,29,7,16,30
27,28,21,23,3,4,8,16,30
-1
25,7,23,28,30,16,1,4,8
25,11,23,3,30,7,16,4,8
25,6,22,28,21,23,3,29,8
-1
7,23,28,16,21,3,8,30,22
7,21,6,23,28,16,8,30,22
7,28,30,21,23,11,29,6,22
-1
30,7,23,28,16,1,4,24,8
30,22,7,28,23,21,3,4,8
30,2,23,6,7,21,28,22,8
-1
10,23,28,7,16,4,8,30,22
10,30,7,16,21,6,23,28,22
10,1,8,16,7,30,21,23,22
-1
25,6,29,11,21,23,28,7,30
25,6,22,28,7,21,23,3,30
25,23,21,3,8,28,22,7,30
-1
23,11,29,6,22,28,7,30,21
23,3,30,7,16,4,1,2,21
23,3,30,7,8,16,28,22,21
-1
21,11,23,28,7,30,16,1,4
21,23,28,7,30,22,8,16,4
21,23,30,7,16,28,22,3,4
-1
16,1,4,24,7,19,6,8,30
16,7,21,23,3,8,28,22,30
16,24,25,6,22,11,29,7,30
-1
28,23,21,22,29,7,8,30,16
28,30,22,21,23,3,4,8,16
28,23,21,29,7,24,8,30,16
-1
23,6,22,3,30,7,1,8,16
23,11,29,6,22,28,7,30,16
23,22,28,7,30,1,8,4,16
-1
6,22,28,21,23,30,7,16,8
6,22,23,3,30,7,16,4,8
6,7,23,28,30,16,1,4,8
-1
30,7,28,22,23,1,4,8,16
30,7,1,24,23,3,4,8,16
30,22,11,29,7,21,23,28,16
-1
3,23,30,7,16,4,1,2,25
3,8,21,23,28,7,30,22,25
3,30,6,22,28,7,23,21,25
-1
16,22,23,3,30,7,1,8,4
16,28,22,23,30,7,24,8,4
16,21,23,28,7,30,22,3,4
-1
8,11,23,28,7,30,16,1,4
8,29,6,22,28,21,23,3,4
8,22,23,3,30,7,16,24,4
-1
22,28,23,21,3,4,8,16,25
22,23,3,30,7,16,4,1,25
22,28,7,30,23,21,6,11,25
-1
