17,9,1,19,2,11,8
17,1,23,19,11,10,8
17,9,29,1,16,3,8
-1
8,17,12,29,3,1,9
8,19,12,29,3,17,9
8,15,12,29,17,3,9
-1
8,9,11,2,17,29,4
8,9,19,2,23,29,4
8,3,11,2,17,29,4
-1
8,19,18,28,29,9,17
8,19,15,3,29,9,17
8,16,29,3,28,9,17
-1
17,3,29,15,14,1,9
17,19,12,3,29,1,9
17,28,3,29,12,1,9
-1
4,9,2,23,10,11,24
4,2,7,10,11,3,24
4,19,2,11,23,10,24
-1
23,11,9,17,16,19,3
23,10,9,19,8,16,3
23,17,9,29,16,28,3
-1
23,10,11,9,29,2,4
23,10,2,24,9,29,4
23,10,24,2,19,11,4
-1
15,17,12,29,3,1,9
15,8,12,29,17,1,9
15,19,12,29,17,1,9
-1
10,23,11,19,9,29,28
10,23,9,29,3,17,28
10,2,17,9,29,3,28
-1
16,19,11,15,1,9,8
16,1,9,11,3,29,8
16,9,17,19,11,10,8
-1
18,28,15,8,23,10,19
18,9,29,8,4,23,19
18,9,17,1,4,11,19
-1
4,9,17,29,12,14,1
4,2,9,29,12,14,1
4,24,9,29,12,18,1
-1
28,1,9,3,15,8,16
28,7,3,19,9,18,16
28,3,29,9,15,8,16
-1
29,1,3,12,18,15,16
29,9,15,8,18,12,16
29,3,17,9,12,18,16
-1
17,3,9,19,15,1,29
17,15,19,1,16,9,29
17,14,1,15,18,9,29
-1
19,17,29,15,3,1,9
19,8,12,29,17,1,9
19,28,29,17,3,1,9
-1
9,15,19,4,10,11,23
9,29,15,19,10,11,23
9,19,8,15,29,16,23
-1
1,29,8,23,4,11,19
1,29,9,8,15,23,19
1,16,8,15,29,23,19
-1
9,29,23,11,24,7,10
9,19,23,11,24,7,10
9,17,23,11,24,7,10
-1
24,19,8,17,29,16,15
24,4,29,16,19,8,15
24,29,18,19,8,16,15
-1
29,9,11,23,19,15,4
29,2,11,23,19,15,4
29,1,11,23,19,17,4
-1
4,2,29,9,15,8,19
4,2,24,3,15,8,19
4,10,11,15,8,29,19
-1
23,11,2,8,7,24,10
23,19,7,11,8,2,10
23,11,4,2,8,24,10
-1
18,7,24,3,15,27,16
18,7,3,29,12,27,16
18,8,19,3,15,27,16
-1
17,9,29,16,24,13,3
17,29,1,9,4,24,3
17,9,29,8,13,16,3
-1
13,9,28,1,15,8,19
13,18,15,16,8,9,19
13,3,28,15,8,9,19
-1
11,8,15,9,29,4,19
11,4,23,10,8,15,19
11,10,28,3,29,8,19
-1
1,17,9,29,10,11,7
1,13,24,10,19,18,7
1,23,19,10,24,9,7
-1
12,29,3,17,9,1,13
12,3,28,9,1,29,13
12,18,19,9,17,28,13
-1
12,16,15,7,10,8,18
12,1,15,16,3,8,18
12,15,16,8,14,20,18
-1
29,8,23,11,24,2,10
29,9,23,11,19,8,10
29,1,7,11,19,8,10
-1
15,29,3,28,13,9,17
15,1,9,29,4,2,17
15,16,29,28,9,3,17
-1
17,4,2,23,8,10,11
17,9,29,4,2,10,11
17,3,4,2,24,10,11
-1
16,1,2,7,11,24,10
16,19,9,11,24,7,10
16,23,11,19,7,9,10
-1
22,9,3,29,17,1,12
22,16,18,9,14,29,12
22,27,9,15,29,14,12
-1
8,16,14,22,18,19,15
8,19,9,29,1,16,15
8,19,3,29,1,16,15
-1
8,10,4,2,24,9,11
8,19,4,2,24,10,11
8,23,4,2,24,10,11
-1
11,10,2,29,9,17,4
11,24,2,29,9,17,4
11,10,23,9,29,2,4
-1
22,18,14,16,19,23,15
22,9,29,16,19,23,15
22,8,16,29,19,23,15
-1
9,10,19,18,7,24,20
9,29,10,19,18,7,20
9,15,10,19,18,7,20
-1
15,8,9,29,3,4,28
15,16,29,9,17,3,28
15,1,9,3,17,23,28
-1
15,1,16,9,17,3,29
15,18,16,1,3,9,29
15,8,16,1,17,9,29
-1
9,15,29,3,19,28,17
9,29,15,1,19,28,17
9,29,28,15,16,19,17
-1
4,9,2,13,1,29,3
4,2,24,9,1,16,3
4,29,9,16,17,13,3
-1
24,9,17,8,15,29,1
24,4,2,29,9,17,1
24,7,8,19,9,29,1
-1
23,9,17,8,3,29,1
23,10,9,29,8,3,1
23,24,9,29,8,3,1
-1
16,9,23,11,2,17,4
16,8,23,11,24,2,4
16,9,1,17,23,2,4
-1
19,9,17,3,8,1,29
19,16,9,17,1,3,29
19,18,1,3,17,9,29
-1
1,17,9,15,14,8,29
1,9,17,15,8,3,29
1,16,9,15,14,17,29
-1
9,29,1,11,10,19,8
9,19,1,15,18,16,8
9,17,15,1,19,16,8
-1
7,13,17,19,3,29,9
7,29,4,2,3,1,9
7,13,29,8,3,1,9
-1
19,23,11,4,24,10,2
19,9,23,11,4,24,2
19,8,23,11,4,24,2
-1
