17,9,15,19,8
17,1,18,16,8
17,29,1,16,8
-1
8,19,17,29,9
8,29,22,15,9
8,15,1,29,9
-1
8,19,9,12,4
8,11,28,2,4
8,23,2,3,4
-1
8,24,28,3,17
8,23,9,29,17
8,16,3,9,17
-1
17,19,29,28,9
17,18,1,8,9
17,15,1,19,9
-1
4,10,7,2,24
4,21,10,11,24
4,2,9,1,24
-1
23,11,9,29,3
23,10,2,19,3
23,8,13,29,3
-1
23,2,9,29,4
23,2,10,11,4
23,2,24,29,4
-1
15,19,29,8,9
15,3,1,19,9
15,29,3,17,9
-1
10,11,4,19,28
10,19,9,17,28
10,4,29,3,28
-1
16,15,4,19,8
16,23,29,3,8
16,2,17,1,8
-1
18,15,28,4,19
18,8,28,4,19
18,15,29,23,19
-1
4,24,7,29,1
4,2,9,29,1
4,2,9,17,1
-1
28,8,9,29,16
28,8,3,15,16
28,3,19,18,16
-1
29,1,28,19,16
29,1,8,15,16
29,12,18,3,16
-1
17,16,3,15,29
17,9,3,8,29
17,28,1,15,29
-1
19,12,1,29,9
19,15,1,8,9
19,8,17,29,9
-1
9,11,4,28,23
9,17,10,11,23
9,29,19,11,23
-1
1,29,17,16,19
1,15,8,28,19
1,9,28,15,19
-1
9,4,24,11,10
9,29,4,24,10
9,19,17,8,10
-1
24,29,8,17,15
24,9,22,18,15
24,11,8,16,15
-1
29,9,10,19,4
29,28,23,2,4
29,16,19,11,4
-1
4,2,29,8,19
4,10,11,1,19
4,24,16,29,19
-1
23,3,19,11,10
23,24,7,8,10
23,27,2,19,10
-1
18,27,15,3,16
18,8,9,17,16
18,3,29,17,16
-1
17,9,29,1,3
17,19,29,9,3
17,15,9,8,3
-1
13,16,10,8,19
13,28,23,11,19
13,9,3,29,19
-1
11,17,29,8,19
11,9,29,23,19
11,10,4,13,19
-1
1,29,15,9,7
1,29,13,19,7
1,17,16,9,7
-1
12,9,29,16,13
12,1,28,17,13
12,9,17,19,13
-1
12,7,16,15,18
12,16,29,15,18
12,1,15,27,18
-1
29,18,19,11,10
29,1,3,9,10
29,9,2,4,10
-1
15,27,29,3,17
15,28,3,9,17
15,1,23,4,17
-1
17,9,8,29,11
17,4,10,2,11
17,29,3,8,11
-1
16,8,3,11,10
16,1,24,19,10
16,29,2,13,10
-1
22,14,1,9,12
22,16,29,27,12
22,1,15,9,12
-1
8,19,18,16,15
8,9,19,18,15
8,19,1,14,15
-1
8,28,9,10,11
8,19,9,29,11
8,23,10,3,11
-1
11,17,28,2,4
11,10,9,24,4
11,17,10,23,4
-1
22,29,16,8,15
22,16,14,18,15
22,9,19,16,15
-1
9,15,18,19,20
9,29,17,19,20
9,10,14,18,20
-1
15,8,4,3,28
15,24,17,9,28
15,16,12,13,28
-1
15,3,17,16,29
15,19,1,16,29
15,1,16,8,29
-1
9,15,3,28,17
9,3,29,28,17
9,19,15,1,17
-1
4,24,16,29,3
4,2,9,15,3
4,24,9,8,3
-1
24,8,9,28,1
24,2,17,29,1
24,4,8,19,1
-1
23,13,17,29,1
23,9,3,17,1
23,2,4,17,1
-1
16,19,9,2,4
16,1,29,11,4
16,29,28,8,4
-1
19,1,3,8,29
19,8,9,14,29
19,13,16,14,29
-1
1,9,3,15,29
1,9,17,16,29
1,15,12,17,29
-1
9,15,16,19,8
9,29,1,16,8
9,17,1,3,8
-1
7,19,16,29,9
7,4,3,29,9
7,15,16,17,9
-1
19,1,11,4,2
19,16,9,10,2
19,11,4,24,2
-1
