11,15,29,1,9
11,2,4,24,9
11,10,23,13,9
11,3,10,13,9
11,15,8,19,9
-1
15,29,9,4,2
15,4,7,24,2
15,23,11,9,2
15,9,17,29,2
15,23,10,11,2
-1
11,15,29,3,16
11,19,23,10,16
11,9,4,2,16
11,2,24,10,16
11,29,9,17,16
-1
10,3,29,9,17
10,11,23,3,17
10,13,28,3,17
10,29,9,21,17
10,29,1,9,17
-1
19,11,10,8,28
19,16,15,9,28
19,23,11,10,28
19,3,17,29,28
19,17,2,24,28
-1
8,4,11,9,22
8,23,11,10,22
8,11,28,13,22
8,11,2,24,22
8,3,1,28,22
-1
3,28,15,8,19
3,29,1,16,19
3,18,8,1,19
3,29,9,17,19
3,12,29,1,19
-1
10,24,2,11,19
10,8,15,29,19
10,29,1,9,19
10,28,9,8,19
10,3,11,24,19
-1
29,9,1,28,3
29,16,15,8,3
29,1,19,10,3
29,4,11,23,3
29,9,17,16,3
-1
23,11,10,13,9
23,15,16,1,9
23,15,29,1,9
23,11,10,19,9
23,16,14,3,9
-1
8,18,29,9,12
8,16,15,18,12
8,19,17,29,12
8,29,9,3,12
8,18,29,1,12
-1
9,29,16,15,1
9,16,17,29,1
9,19,8,29,1
9,4,2,24,1
9,29,3,12,1
-1
28,9,15,18,14
28,29,9,17,14
28,15,8,16,14
28,3,1,9,14
28,9,4,2,14
-1
8,3,1,23,28
8,19,10,11,28
8,15,16,1,28
8,17,2,24,28
8,1,3,13,28
-1
13,8,16,3,28
13,22,9,29,28
13,9,4,2,28
13,4,11,9,28
13,3,17,9,28
-1
9,1,29,3,11
9,24,7,2,11
9,16,8,28,11
9,19,23,10,11
9,15,8,16,11
-1
9,29,19,3,7
9,17,4,2,7
9,17,24,4,7
9,4,24,6,7
9,23,10,11,7
-1
18,29,9,1,24
18,15,9,28,24
18,16,15,8,24
18,2,4,7,24
18,29,9,17,24
-1
1,29,9,8,23
1,4,2,11,23
1,2,10,11,23
1,15,18,19,23
1,4,24,7,23
-1
19,9,18,8,3
19,10,11,23,3
19,22,13,28,3
19,9,4,2,3
19,11,7,8,3
-1
19,1,29,9,24
19,15,8,4,24
19,8,28,9,24
19,8,22,9,24
19,15,8,12,24
-1
3,16,15,22,9
3,15,1,29,9
3,15,8,29,9
3,18,8,1,9
3,15,8,19,9
-1
24,29,9,15,3
24,11,10,21,3
24,17,4,2,3
24,22,13,28,3
24,4,11,23,3
-1
9,29,16,18,15
9,29,1,8,15
9,17,4,2,15
9,23,11,10,15
9,28,1,8,15
-1
11,9,4,2,8
11,23,10,19,8
11,29,1,12,8
11,28,23,10,8
11,15,4,2,8
-1
1,29,4,2,24
1,2,4,7,24
1,29,9,15,24
1,23,10,19,24
1,13,11,23,24
-1
10,11,23,3,7
10,24,2,11,7
10,4,2,29,7
10,29,9,6,7
10,16,28,9,7
-1
15,1,29,9,12
15,29,9,3,12
15,2,19,8,12
15,14,9,1,12
15,8,29,18,12
-1
9,29,19,3,16
9,1,18,15,16
9,17,29,1,16
9,12,1,18,16
9,28,1,8,16
-1
12,29,1,18,19
12,28,15,8,19
12,4,2,28,19
12,17,2,3,19
12,29,9,17,19
-1
9,29,19,3,28
9,19,16,8,28
9,29,3,12,28
9,1,18,15,28
9,17,4,2,28
-1
4,15,29,9,16
4,29,9,2,16
4,19,15,8,16
4,28,9,8,16
4,29,1,9,16
-1
9,29,19,3,12
9,18,29,1,12
9,17,4,2,12
9,15,18,22,12
9,29,16,18,12
-1
2,15,29,9,17
2,11,10,23,17
2,29,1,9,17
2,29,9,19,17
2,29,9,7,17
-1
18,15,29,9,8
18,19,9,29,8
18,29,17,9,8
18,29,1,9,8
18,1,19,10,8
-1
4,2,9,1,8
4,18,29,9,8
4,28,15,18,8
4,19,9,18,8
4,1,29,16,8
-1
4,2,9,1,17
4,3,29,9,17
4,29,28,9,17
4,29,16,8,17
4,2,24,9,17
-1
24,4,2,7,8
24,15,16,22,8
24,11,10,19,8
24,28,15,16,8
24,1,29,9,8
-1
17,29,9,1,14
17,15,8,16,14
17,15,9,28,14
17,9,3,1,14
17,9,22,8,14
-1
19,15,29,9,1
19,15,8,4,1
19,22,9,29,1
19,16,17,9,1
19,3,17,29,1
-1
20,17,2,3,19
20,13,28,3,19
20,28,15,8,19
20,4,11,23,19
20,29,16,8,19
-1
10,23,11,9,1
10,23,19,9,1
10,4,2,29,1
10,16,17,9,1
10,3,11,24,1
-1
28,15,1,29,9
28,15,8,19,9
28,15,18,22,9
28,23,10,11,9
28,3,1,29,9
-1
3,11,10,24,23
3,4,24,7,23
3,19,16,15,23
3,4,2,11,23
3,13,1,16,23
-1
8,16,15,22,18
8,12,1,28,18
8,19,15,29,18
8,29,9,17,18
8,3,29,1,18
-1
23,10,11,2,8
23,1,16,15,8
23,19,9,18,8
23,28,9,29,8
23,4,28,9,8
-1
29,9,4,10,2
29,19,9,1,2
29,1,17,9,2
29,11,10,23,2
29,4,16,8,2
-1
1,19,15,29,9
1,15,8,29,9
1,29,4,2,9
1,3,13,11,9
1,8,18,4,9
-1
2,10,11,9,23
2,24,11,9,23
2,19,9,15,23
2,4,24,11,23
2,4,24,7,23
-1
19,15,29,9,16
19,28,8,29,16
19,29,1,18,16
19,12,1,18,16
19,22,9,29,16
-1
11,2,23,3,10
11,2,24,23,10
11,9,6,23,10
11,13,7,4,10
11,29,9,17,10
-1
2,29,16,15,9
2,10,23,11,9
2,10,7,24,9
2,18,8,1,9
2,19,24,11,9
-1
29,1,28,13,9
29,16,15,1,9
29,3,17,1,9
29,16,15,8,9
29,18,16,15,9
-1
