9,1,11,13,15
9,5,11,2,15
9,11,10,17,15
9,3,14,6,15
9,4,13,2,15
-1
5,11,2,12,13
5,10,17,15,13
5,11,15,6,13
5,2,11,1,13
5,8,11,2,13
-1
2,15,17,13,8
2,4,10,5,8
2,11,1,5,8
2,11,3,6,8
2,11,3,9,8
-1
11,10,17,15,13
11,8,5,16,13
11,16,4,10,13
11,2,4,8,13
11,5,15,6,13
-1
10,17,13,3,11
10,2,3,12,11
10,5,13,15,11
10,15,17,6,11
10,3,2,14,11
-1
11,16,9,5,6
11,10,17,13,6
11,3,14,2,6
11,7,2,12,6
11,4,10,5,6
-1
10,9,16,3,14
10,11,2,9,14
10,15,17,5,14
10,6,5,11,14
10,15,11,7,14
-1
15,13,10,17,11
15,17,6,13,11
15,3,2,4,11
15,16,10,5,11
15,13,8,5,11
-1
7,11,9,8,5
7,17,13,10,5
7,2,4,8,5
7,17,13,15,5
7,9,16,1,5
-1
13,5,8,11,15
13,3,2,14,15
13,11,10,17,15
13,11,7,2,15
13,2,11,12,15
-1
10,17,15,13,8
10,11,2,9,8
10,3,9,5,8
10,16,7,4,8
10,11,3,6,8
-1
6,11,2,12,1
6,4,11,9,1
6,2,3,7,1
6,11,10,17,1
6,14,3,2,1
-1
8,13,17,11,9
8,1,2,12,9
8,11,7,3,9
8,2,4,16,9
8,5,11,2,9
-1
6,17,15,10,11
6,3,14,2,11
6,13,15,5,11
6,2,3,1,11
6,9,16,2,11
-1
5,11,2,12,8
5,15,17,10,8
5,11,3,1,8
5,1,6,11,8
5,16,11,1,8
-1
15,17,13,10,14
15,9,16,3,14
15,7,12,2,14
15,17,11,13,14
15,5,11,2,14
-1
17,11,2,14,16
17,13,10,11,16
17,11,5,8,16
17,8,5,15,16
17,3,9,4,16
-1
17,5,6,11,3
17,13,10,11,3
17,5,8,11,3
17,13,15,4,3
17,2,12,11,3
-1
3,11,13,17,9
3,8,5,11,9
3,1,2,8,9
3,2,11,15,9
3,14,6,15,9
-1
3,4,10,5,1
3,9,16,2,1
3,11,7,5,1
3,2,11,12,1
3,17,15,5,1
-1
1,5,8,11,10
1,17,15,13,10
1,16,2,11,10
1,8,11,6,10
1,11,3,9,10
-1
6,11,4,10,5
6,17,13,10,5
6,17,13,15,5
6,11,9,8,5
6,11,3,9,5
-1
15,8,17,13,4
15,17,11,13,4
15,10,11,2,4
15,11,16,9,4
15,12,11,2,4
-1
14,9,2,16,3
14,5,6,11,3
14,2,12,11,3
14,13,2,12,3
14,17,15,13,3
-1
17,11,2,14,4
17,9,16,3,4
17,12,11,2,4
17,15,10,13,4
17,6,5,11,4
-1
11,17,13,15,5
11,4,10,8,5
11,9,16,6,5
11,3,14,2,5
11,12,3,4,5
-1
3,11,13,17,16
3,2,14,1,16
3,5,8,11,16
3,4,1,9,16
3,2,11,15,16
-1
10,11,2,9,16
10,3,9,8,16
10,2,3,1,16
10,17,11,5,16
10,7,2,9,16
-1
7,17,13,11,4
7,3,9,16,4
7,11,12,2,4
7,14,2,8,4
7,1,16,2,4
-1
15,3,1,11,17
15,8,13,10,17
15,5,11,2,17
15,13,16,2,17
15,1,11,9,17
-1
13,5,11,2,8
13,15,10,17,8
13,15,17,6,8
13,2,11,12,8
13,16,3,14,8
-1
11,15,17,10,8
11,1,3,9,8
11,17,13,15,8
11,13,10,5,8
11,15,17,6,8
-1
7,4,2,11,13
7,16,9,5,13
7,14,2,8,13
7,1,16,11,13
7,2,16,3,13
-1
2,11,1,5,16
2,11,8,5,16
2,11,15,17,16
2,4,1,9,16
2,14,3,9,16
-1
14,11,2,12,4
14,1,16,2,4
14,1,11,7,4
14,2,16,3,4
14,5,8,11,4
-1
2,14,3,9,4
2,8,5,11,4
2,14,12,11,4
2,14,1,16,4
2,11,7,3,4
-1
13,15,17,11,7
13,11,3,9,7
13,8,11,2,7
13,17,11,16,7
13,1,2,9,7
-1
1,5,11,2,14
1,11,7,2,14
1,9,16,3,14
1,2,11,12,14
1,4,10,15,14
-1
6,11,2,12,4
6,2,3,1,4
6,9,16,11,4
6,16,3,14,4
6,5,11,2,4
-1
2,10,17,15,13
2,8,5,11,13
2,16,4,10,13
2,11,12,4,13
2,3,1,5,13
-1
16,11,1,5,2
16,9,1,4,2
16,11,3,9,2
16,17,11,7,2
16,1,3,14,2
-1
5,16,11,2,1
5,8,13,15,1
5,16,3,2,1
5,4,8,13,1
5,4,16,9,1
-1
5,8,13,15,4
5,11,2,12,4
5,16,9,1,4
5,16,3,1,4
5,7,3,11,4
-1
