1,8,2,6,5
1,8,12,11,5
1,2,10,8,5
-1
7,8,13,1,5
7,4,12,1,5
7,10,4,9,5
-1
13,1,8,11,5
13,1,8,12,5
13,2,12,1,5
-1
8,1,6,4,12
8,6,5,2,12
8,7,11,2,12
-1
8,12,6,1,5
8,7,2,6,5
8,13,12,1,5
-1
5,9,1,6,7
5,1,6,8,7
5,2,11,12,7
-1
12,1,8,2,7
12,13,5,2,7
12,10,8,4,7
-1
6,12,8,4,2
6,8,1,10,2
6,4,3,1,2
-1
1,2,6,4,3
1,8,6,4,3
1,6,5,13,3
-1
12,8,1,4,10
12,2,4,1,10
12,5,7,2,10
-1
1,5,8,2,6
1,12,7,2,6
1,5,13,8,6
-1
2,8,7,1,12
2,5,10,13,12
2,6,13,1,12
-1
11,8,1,5,6
11,1,4,8,6
11,8,3,1,6
-1
11,6,8,7,1
11,4,7,12,1
11,7,12,13,1
-1
5,13,1,8,11
5,10,13,2,11
5,2,6,4,11
-1
12,1,8,10,2
12,6,8,7,2
12,11,7,5,2
-1
12,8,1,4,9
12,13,1,2,9
12,5,10,8,9
-1
1,5,8,6,4
1,2,12,13,4
1,2,6,3,4
-1
3,1,8,2,11
3,8,1,10,11
3,4,8,7,11
-1
1,8,2,6,10
1,5,2,8,10
1,4,6,13,10
-1
8,12,7,2,1
8,12,13,6,1
8,7,5,4,1
-1
4,2,6,1,8
4,7,5,10,8
4,6,5,13,8
-1
13,2,6,4,12
13,1,8,7,12
13,8,11,7,12
-1
11,1,8,7,2
11,12,8,4,2
11,13,1,5,2
-1
4,1,8,7,12
4,1,8,2,12
4,2,6,1,12
-1
11,1,8,7,12
11,8,2,6,12
11,7,5,1,12
-1
5,10,1,8,12
5,7,2,6,12
5,8,11,7,12
-1
13,1,6,4,3
13,11,2,6,3
13,12,7,2,3
-1
